lyrics,mood,embedding,reduced_embedding
belong never saw path walk bloodstained wall line chalk floor getting hard never saw backwash tide began rise remember way everything felt right mouth held shut eye sealed tight control remember inside found dark infernal place want face anymore somehow stop feeding pain heart found dark infernal place want face anymore somehow stuck guilty insincere word spoke left alone known never saw backwash tide began rise wish gone could burned choice,3,"[ 0.00246743 -0.00850431  0.01351541 ... -0.01324511  0.00815083
 -0.02952598]","[0.05888605186540926, -0.07875007365755361, -0.07277924000916389, 0.056748286159292366, -0.10221068319989707, -0.06845469332934938, 0.0734398445852756, 0.002728489917785703, -0.029408160037531134, 0.018393247964005363, -0.0041098806154630475, -0.018568909777895708, -0.011809884718647468, 0.0926205632850189, -0.06738188685895624, -0.03486002322258792, -0.003566306206014191, -0.004223595760468377, 0.022960279639924308, -0.0038473318041205534, 0.0062938452473381735, -0.055312657322842136, 0.0389943249610474, 0.04474661989562649, -0.03761042574813985, -0.04677706390170689, -0.041820181194394394, 0.07638673197074425, -0.03918949451146176, -0.03537631748765156, 0.0020391550098385696, -0.003989438993245003, 0.059715266403636745, 0.010835236967652498, -0.007864257900623213, -0.027274942740104578, 0.002181240264023613, 0.005776753095035143, 0.016156800748400087, -0.000256711795198552, 0.010617931706954423, -0.007417467840373126, -0.0022749376188164233, -0.06422097517729462, -0.03536831407242476, 0.005182290010570728, -0.005685098145335772, 0.0498674378037032, -0.017373471747447772, 0.022830573368067743]"
cut heart section show objection better alone better alone strange elation shadow assassination thought saw glimmer hope thought saw glimmer hope think could ever understand everyone keep falling think could ever understand everyone keep falling think could ever understand everyone keep falling think could ever understand everyone keep falling could stay middle speak riddle,3,"[ 0.00031726  0.00479658  0.03000797 ... -0.01167743  0.00090497
 -0.03674389]","[-0.008792500183178346, -0.04738106874058342, -0.07351368230388791, 0.020981916989963868, -0.04024169140778189, 0.016603400864991538, 0.012390026428299108, 0.016676242621177156, -0.1091642270891435, -0.024612290205397857, 0.03065482688925487, -0.048669474804967715, -0.00010607845284794759, -0.005261351128932797, 0.0447583921473519, 0.04026142463562355, 0.005080958507422464, 0.023477683830260398, -0.0515341581220994, 0.03345021438722464, -0.0025025508791274203, 0.018340005851724725, -0.019555244242482266, 0.036511513266666906, 0.0028883834168725326, -0.013502498822748498, 0.03680529430542735, 0.007517080229776802, -0.025136174110120084, 0.02374094249744758, -0.028917319039291515, -0.007267145160504619, 0.038417593045401856, -0.007775249995943641, 0.031607650074453354, 0.0015716765224813574, -0.01876098548852865, -0.032043347438178084, 0.011942036433213206, -0.030368122508653356, 0.000712322392730238, -0.04082286691516822, -0.0345752670637695, -0.006151146405886087, -0.030638361713849788, -0.0165096157849132, -0.034610822714322524, -0.008322263489871843, -0.02217010227043136, -0.011736266605768271]"
sun rise another day constitution keep changing til slip away lie awake stare mind thinking wondering anybody care stay go sleep stay awake really happy must illusion sitting room riding thought hoping one day get,0,"[ 0.00576465  0.01081906  0.00547159 ...  0.00157304  0.01461849
 -0.0434969 ]","[-0.0634438996894365, -0.04754303492455631, 0.0005989176037432161, 0.05729313896976187, -0.008946347919187556, 0.08138068889562539, -0.09464378611719397, -0.0684470851451833, -0.0025310105745485396, -0.08950537613884765, -0.027649436931157605, -0.01285432281212777, -0.0146997013076508, -0.02997453174449984, -0.024815825651766803, -0.06563037218260712, 0.029985907362321134, 0.045579300065149875, 0.053494282307784635, 0.004277197152047164, 0.034123678574752486, 0.022184602618866418, -0.03220487055632658, -0.018391604089852756, -0.02177580096270684, 0.0165785612597949, 0.016278805032872663, 0.0016327922114313302, -0.08800802977626093, 0.08775652919747089, -0.00042129192948202413, 0.02739517916664523, 0.005950779451626951, -0.014793434260664845, 0.014580847288765911, 0.011092564268104997, 0.011696693518783257, -0.03436277174040086, 0.02083208996404383, 0.003288302980639686, -0.023126965187989977, -0.039233036222003546, -0.001869452152856466, 0.01724814769081581, -0.01547606911500757, 0.005120035615010664, 0.004543881239271494, 0.045215190585015136, 0.011098323396081104, 0.002577455669441348]"
give give give give met give give give give give give give give met go go met go go met go go met go go go go give go go,2,"[-0.02569952 -0.01589014 -0.00421309 ... -0.02894704  0.01075157
 -0.00833931]","[-0.013580363437839206, 0.07666912535953692, -0.011690713584258135, -0.019303875600679244, 0.022635909320807578, 0.10134497478704252, -0.12075161870744895, 0.08412221737636577, 0.047852955302004035, 0.05660616142847214, -0.012499409799984226, 0.051260665742597286, -0.019392933181590598, -0.04633478317522293, 0.021524348808027026, 0.002565381597494728, -0.046598938220127756, -0.01812925445678323, 0.008366550791894727, -0.015273213656070048, -0.015738126513001504, -0.023724965653912945, 0.011761329982650927, 0.0059883576986502615, 0.019911364439747954, 0.04981913459926847, 0.038110084191217496, 0.036928804842591124, -0.008382635920999625, -0.05726156533406031, -0.008894537605757986, -0.01151328520861429, -0.026610178578691752, 0.023313701944591758, 0.029460718714070497, -0.021695733274879763, -0.03810629700068463, 0.011416206479932248, -0.021899864655293765, 0.03958380694740935, 0.02311692289426629, -0.008738989611433703, -0.03768640972996977, -0.02513014632076524, 0.06625942405788748, 0.026105532005935593, -0.0008847904263805461, -0.025432587129798012, 0.055914771447782084, -0.0291442310455022]"
met taste met feel need know keep inside need speak must let carry wish met nothing interfere rise submission still beneath soil discard clothes met loose hair intertwined forever always may word depart,3,"[-0.00170156 -0.00992377  0.01324775 ... -0.00727422 -0.00107358
 -0.03107888]","[-0.019575326546011684, -0.03893809454577198, -0.06874715599176988, 0.03045193137814098, -0.015540335150975953, 0.032998625525325065, -0.0523577987759557, 0.028339646599441503, -0.027120849892680595, 0.052944907421384586, 0.010902927631058771, 0.08404268606517137, -0.07963822467051909, 0.01841827068020687, 0.02064432154288364, 0.02849400842830796, 0.007618483829884667, -0.06842149806986479, 0.010781431837677529, -0.05917932167449445, -0.014246734250805155, -0.023031701247115236, 0.01530154773616327, 0.05647375841433499, -0.036326523627423675, -0.01790443211351618, 0.010434287407520643, 0.055055163200732345, 0.030812056793444963, -0.0003152849366397789, 0.0032081952741402947, -0.06558541990872464, -0.09763563679422917, 0.009285325052282132, 0.05932126376744974, -0.008633371186027567, 0.004933824413300514, -0.00039566213077148524, -0.031078447674803042, -0.015662163255622467, -0.05124805471758227, 0.051951325113834046, -0.04751278024548571, 0.01127386102921965, -0.003374897565439503, -0.023657078994935996, -0.01395274304741896, 0.0334205651515718, 0.0027570701264699343, -0.008689220848699674]"
would tear hundred time bottle broken well run dry painful word make much harder place left chain bound place tonight last night see face left alone wandered place night way make right surely fell chain bound place,0,"[-0.0101298   0.00088865  0.00498384 ...  0.00041018 -0.00694353
 -0.01180753]","[0.03371085707552684, -0.03741606216926838, -0.07278228120628948, 0.07654801555414892, -0.05222989077007144, -0.06323118073612724, 0.04039936061508425, 0.046865743694427794, -0.004308525805216976, 0.0368022248040107, 0.030642366387586998, 0.04302749143999128, 0.0077257688486215325, -0.004640272529215487, -0.04943728936823055, -0.016401835018654668, 0.019490299543870066, 0.008883039068743593, -0.05128599775695974, 0.0543832412293735, 0.03285674885686339, 0.018880082161167475, 0.032233959052216, -0.03585123988853431, -0.037081662175876585, 0.022011858198747066, -0.03850599688373438, -0.010266835087805895, -0.01332658243744348, -0.05420579004382044, -0.07008156697019452, 0.0015275638287960244, 0.01745392659100858, 0.040569929741582536, 0.002291059673445039, 0.0609828184197307, -0.031544563009082, 0.06634486834481144, 0.007934124810154812, -0.04082404789802304, -0.037475954213461365, 0.05384871674740881, -0.0390384480302417, 0.028857185584805187, 0.0006034885277333665, -0.01906531614032919, 0.020816374133747508, 0.005414796741395817, -0.009449550221710607, -0.04960574323634589]"
go sire warns air raid come sound gun sending flank scramble got get airborne get coming attack jump cockpit start engine remove wheelblocks time waste gathering speed head runaway get airborne late running crumbling flying rolling turning diving going running crumbling flying,0,"[-0.03331256 -0.01025537 -0.00338483 ...  0.0027917   0.00519726
 -0.00368748]","[0.07933350302805246, -0.0034256631160344687, 0.09348454660118424, 0.01663751804854474, -0.04578356273112525, 0.05502235482200837, -0.09686329185116702, 0.12065377251302105, -0.013817867227495688, 0.11518401756770538, -0.0374770850010872, -0.017600014446267385, 0.023075651377839814, -0.061412696639669716, 0.05426549277818286, -0.08029644657008732, 0.019245475653346614, -0.06815522484864638, -0.03732897689003597, -0.03914006550948995, 0.02073988691962211, 0.0659437804132408, 0.03374769595190021, -0.047453678044151536, 0.018520780119661108, 0.0583380911402155, 0.04216665052213879, -0.07245876669411243, -0.029265258230758318, 0.00904006609280256, 0.024640686892999746, 0.03348264991387281, -0.02415284447768941, -0.012486274101912742, -0.006790900747067571, -0.05443336462587904, -0.03362056567310074, 0.0025237063023377214, 0.03276480793216825, -0.007230993003884846, -0.05768423651799422, 0.0490611449950149, 0.00991978622492155, 0.0011826440714705286, -0.0221522548651562, -0.03763656533455124, 0.012621122495904146, -0.07713352890932915, 0.013972525015009795, 0.06274615150669094]"
prettiest thing ever see lightning top cloud moving dark million mile hour somewhere seem like picture hanging someone el wall lately,2,"[-2.87037753e-02  8.30792356e-03  1.37993740e-02 ... -5.94310513e-05
  2.87206215e-03 -3.40402536e-02]","[-0.019220805781026813, -0.0766895905333784, 0.08850212828266794, 0.01693303817431901, 0.012547604856981866, -0.02087885274925111, -0.040509630886544766, -0.07720573255409681, -0.06561844646284927, -0.040261967652482786, -0.05179413476084174, -0.07976118586239264, 0.11315329497293808, -0.006931649201103685, -0.025005754389761492, 0.012779647173310173, -0.0007896578988720233, -0.07935214014684913, -0.01662078344648742, -0.0071462675261451895, 0.04438761855760053, 0.03369417659047196, -0.018004179325922867, 0.043937678448123095, -0.01820492282049178, -0.051246018777020695, 0.04245717597645678, 0.000624678345677062, 0.011976464285960086, -0.020464449360510086, -0.010906891618506127, 0.011148113804518736, 0.03957444882155794, -0.026141058534864453, -0.019140473724765975, 0.07142361893119707, -0.03225588553567776, 0.05938763046456575, -0.01764790981162475, -0.0001610932742568105, -0.00335053848667273, -0.0006525314790312537, 0.017470702137355992, -0.050987957563928606, 0.0362459479879156, 0.00849442180053566, -0.00864168987845573, -0.020135901347105283, 0.04485421366413733, -0.038947651356818276]"
wind stand still around suddenly trembling know something deep echo mind justifying feeling running round brain love around written name love around written name,2,"[-0.02335483 -0.01342601  0.00116322 ... -0.00772465  0.00410351
 -0.04829077]","[-0.07437788943621206, -0.08022191081576871, -0.04720623484587985, -0.059347256862786205, -0.02301836499665892, -0.00507958673244903, -0.01450270102339934, 0.05383479260816674, -0.06086241101888395, 0.06362290099633185, 0.022650453128836574, -0.06457763085161278, -0.009958820485603693, 0.0189010453512899, -0.015157555743096084, 0.03398744917252236, -0.002797912472022641, -0.0360593019218619, 0.015000859661111423, 0.0005273691757996775, 0.03580736021343791, 0.10024560594094047, -0.03983638877844009, 0.02359369925332292, 0.023257859827644733, 0.023779637298721314, 0.02391974059799937, 0.00398253139291717, 0.01808867643730768, 0.012112860424605298, 0.010072484777808482, 0.06686759342222177, 0.0006838655135806805, -0.023343103435083362, -0.04237154835169797, 0.021088852443071314, -0.005113551653740674, 0.009687263644016425, -0.02163991028279707, -0.018420330447436545, -0.05619692012724208, 0.01683941032029296, 0.03224625537680334, 0.03476837878547707, -0.01203343116264306, 0.03001374594103111, 0.011854541937317506, 0.049166389702463044, 0.016351213543001824, 0.023282952101781444]"
standing line club never get like bottom ninth never going win life turned quite way want well want want brand new house episode rib bathroom play baseball kingsize tub big enough ten plus oh need need credit card got limit big black jet bedroom going join mile high club foot done want new tour bus full old guitar star hollywood boulevard somewhere james mean fine going going trade life fortune fame would even cut hair changed name want big rockstars live hilltop house driving car girl come easy drug come cheap stay skinny eat hang coolest bar,0,"[-0.00085346 -0.00260946  0.01459352 ... -0.01542743  0.00388466
 -0.03766517]","[0.0362872265624678, 0.1218202239976517, 0.04801031716592024, 0.0356616333687328, -0.04330650259994194, 0.10187141878593935, 0.04972570914704231, -0.1194613550530029, 0.00375191689820826, -0.013461050185983406, -0.03544928148059381, 0.02219670563590467, -0.013238528403978184, -0.042789553175841995, -0.050001479890086235, -0.03878111081527363, 0.06518816052647183, 0.03408629898544267, -0.04399538086023971, 0.040827582119075743, 0.005416592143411686, -0.05876026731419696, -0.02330200042313794, 0.05679783675976632, -0.00870214303797678, 0.009757738690013123, 0.02689169512719322, -0.03823941784617113, -0.0029770498945190255, -0.03452287775174131, 0.010301185963876457, -0.041870702757796266, 0.021434682003602976, 0.036226068171091017, 0.013542747588545888, -0.0014784669041651684, -0.03530022136367519, -0.009924462804829769, 0.007196357582231955, 0.012047277323119693, 0.002205432802183545, 0.01979188448947638, -0.02016195976150588, -0.0057299804631430985, 0.014017040158953189, 0.03984336144690379, 0.0625800333260015, 0.024333600651379312, -0.0011736739505014732, -0.033028445127294546]"
